,Rk,Player,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
420,405,Leonidas Stergiou,DF,ch Switzerland,22-128,2002,0.5,11,8,3,0,0,0,0,3,0,0,0,0,6,0,1,Matches
421,406,Petar Stojanović,MF,si Slovenia,28-276,1995,3.5,107,99,7,2,0,1,1,5,0,0,0,0,78,1,5,Matches
422,407,John Stones,DF,eng England,30-042,1994,5.7,436,431,5,5,0,5,0,0,0,0,0,0,410,0,2,Matches
423,408,Thomas Strakosha,GK,al Albania,29-112,1995,3.0,93,57,35,5,0,0,0,0,0,0,0,0,65,1,0,Matches
424,409,Dávid Strelec,FW,sk Slovakia,23-096,2001,2.0,42,38,4,0,2,0,0,0,0,0,0,0,27,0,1,Matches
425,410,Callum Styles,MF,hu Hungary,24-103,2000,0.7,27,25,2,2,1,0,0,0,0,0,0,0,21,0,0,Matches
426,411,Luka Sučić,"FW,MF",hr Croatia,21-305,2002,1.6,84,81,3,3,1,2,2,0,0,0,0,0,77,0,1,Matches
427,412,Heorhiy Sudakov,MF,ua Ukraine,21-312,2002,2.9,120,115,5,1,0,1,5,1,2,0,1,0,100,0,3,Matches
428,413,Pavel Šulc,MF,cz Czechia,23-193,2000,0.9,16,16,0,0,0,0,0,0,0,0,0,0,12,0,2,Matches
429,414,Tomáš Suslov,"FW,MF",sk Slovakia,22-032,2002,1.4,54,47,7,1,0,1,12,3,2,1,1,0,38,0,5,Matches
430,415,Josip Šutalo,DF,hr Croatia,24-132,2000,3.0,199,194,5,4,0,0,0,1,0,0,0,0,191,0,0,Matches
431,416,Oleksandr Svatok,DF,ua Ukraine,29-286,1994,0.9,25,22,3,0,0,0,0,0,0,0,0,0,24,0,0,Matches
432,417,Karol Świderski,FW,pl Poland,27-168,1997,1.0,16,13,3,0,0,0,3,0,1,0,1,0,11,0,0,Matches
433,418,Serhiy Sydorchuk,MF,ua Ukraine,33-068,1991,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
434,419,Attila Szalai,DF,hu Hungary,26-171,1998,1.1,59,55,3,1,0,0,1,2,0,0,0,0,48,1,0,Matches
435,420,Wojciech Szczęsny,GK,pl Poland,34-082,1990,2.0,66,49,17,4,0,0,0,0,0,0,0,0,42,0,0,Matches
436,421,Dominik Szoboszlai,MF,hu Hungary,23-258,2000,3.0,149,107,39,13,0,5,16,10,15,6,5,0,110,3,3,Matches
437,422,Sebastian Szymański,MF,pl Poland,25-060,1999,1.2,37,34,3,0,0,0,3,0,2,0,2,0,30,0,1,Matches
438,423,Dušan Tadić,MF,rs Serbia,35-232,1988,1.7,87,77,9,1,1,0,14,0,8,5,2,0,65,1,0,Matches
439,424,Jonathan Tah,DF,de Germany,28-149,1996,3.5,282,275,7,6,0,0,0,1,0,0,0,0,266,0,0,Matches
440,425,Maksym Talovierov,MF,ua Ukraine,24-011,2000,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
442,426,Aurélien Tchouaméni,MF,fr France,24-164,2000,4.2,343,337,6,6,0,9,6,0,0,0,0,0,319,0,3,Matches
443,427,Arthur Theate,DF,be Belgium,24-045,2000,2.8,197,168,29,5,0,2,2,24,0,0,0,0,169,0,2,Matches
444,428,Marcus Thuram,FW,fr France,26-338,1997,2.9,53,50,3,0,1,0,0,0,0,0,0,0,45,0,1,Matches
445,429,Youri Tielemans,MF,be Belgium,27-063,1997,1.6,112,108,4,2,0,1,3,1,0,0,0,0,96,0,3,Matches
446,430,Kieran Tierney,DF,sct Scotland,27-034,1997,1.5,92,80,12,4,0,0,2,6,0,0,0,0,69,0,5,Matches
447,431,Ivan Toney,FW,eng England,28-115,1996,0.5,15,15,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
448,432,Ferrán Torres,"FW,MF",es Spain,24-131,2000,1.7,44,39,5,1,1,1,8,0,4,1,1,0,32,0,2,Matches
449,433,Cenk Tosun,FW,tr Türkiye,33-032,1991,0.3,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
450,434,Gernot Trauner,DF,at Austria,32-106,1992,1.0,78,74,4,1,0,0,0,1,0,0,0,0,74,0,1,Matches
451,435,Kieran Trippier,DF,eng England,33-294,1990,4.5,315,273,41,10,0,4,12,21,10,3,4,0,277,1,4,Matches
452,436,Leandro Trossard,FW,be Belgium,29-218,1994,1.9,70,68,2,2,0,1,3,0,0,0,0,0,55,0,2,Matches
453,437,Anatolii Trubin,GK,ua Ukraine,22-343,2001,2.0,70,52,17,3,0,0,0,0,0,0,0,0,55,1,0,Matches
454,438,Heorhii Tsitaishvili,"DF,MF",ge Georgia,23-234,2000,2.1,68,59,9,1,0,0,11,7,1,1,0,0,47,0,3,Matches
455,439,Viktor Tsyhankov,FW,ua Ukraine,26-237,1997,0.7,32,29,3,0,0,0,5,0,3,2,0,0,25,0,2,Matches
456,440,Ľubomír Tupta,MF,sk Slovakia,26-104,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
457,441,Oleksandr Tymchyk,DF,ua Ukraine,27-171,1997,2.2,83,59,23,1,0,0,8,22,0,0,0,0,66,1,3,Matches
458,442,Deniz Undav,MF,de Germany,27-356,1996,0.1,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,Matches
459,443,Dayot Upamecano,DF,fr France,25-256,1998,5.3,330,317,13,13,0,6,0,0,0,0,0,0,308,0,0,Matches
460,444,Kacper Urbanski,"FW,MF",pl Poland,19-306,2004,1.6,49,49,0,0,1,0,1,0,0,0,0,0,41,0,0,Matches
461,445,Virgil van Dijk,DF,nl Netherlands,33-001,1991,5.0,329,305,23,9,0,0,0,0,0,0,0,0,296,1,0,Matches
462,446,Vladyslav Vanat,FW,ua Ukraine,22-187,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Matches
463,447,Barnabás Varga,FW,hu Hungary,30-166,1994,2.8,54,52,1,0,0,0,0,0,0,0,0,0,27,1,1,Matches
464,448,Ruben Vargas,"MF,FW",ch Switzerland,25-339,1998,3.4,118,104,14,4,0,0,15,2,7,4,0,0,88,0,5,Matches
465,449,Denis Vavro,DF,sk Slovakia,28-090,1996,4.3,264,250,14,6,0,7,3,2,0,0,0,0,213,0,3,Matches
466,450,Joey Veerman,MF,nl Netherlands,25-233,1998,1.7,127,118,9,2,0,0,7,1,6,2,3,0,98,0,3,Matches
468,451,Miloš Veljković,DF,rs Serbia,28-287,1995,3.0,226,225,1,0,0,2,2,1,0,0,0,0,206,0,0,Matches
469,452,Micky van de Ven,DF,nl Netherlands,23-081,2001,0.8,43,35,8,1,0,0,1,7,0,0,0,0,33,0,1,Matches
470,453,Benjamin Verbič,MF,si Slovenia,30-225,1993,0.8,14,14,0,0,1,0,1,0,0,0,0,0,6,0,1,Matches
471,454,Bart Verbruggen,GK,nl Netherlands,21-326,2002,5.0,173,147,26,5,0,0,0,0,0,0,0,0,148,0,0,Matches
472,455,Jan Vertonghen,DF,be Belgium,37-076,1987,3.0,209,207,2,1,0,0,0,0,0,0,0,0,196,0,0,Matches
473,456,Jannik Vestergaard,DF,dk Denmark,31-341,1992,4.0,268,255,11,4,0,2,0,0,0,0,0,0,250,2,0,Matches
474,457,Žan Vipotnik,FW,si Slovenia,22-113,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
475,458,Vitinha,MF,pt Portugal,24-147,2000,4.0,323,306,16,3,2,1,15,2,11,3,4,0,294,1,7,Matches
476,459,Daniel Vivian,DF,es Spain,24-360,1999,1.0,86,85,1,1,0,2,0,0,0,0,0,0,82,0,0,Matches
477,460,Dušan Vlahović,"MF,FW",rs Serbia,24-163,2000,2.0,27,26,1,0,0,1,0,1,0,0,0,0,15,0,1,Matches
478,461,Stefan de Vrij,DF,nl Netherlands,32-155,1992,5.0,357,350,7,6,1,2,1,1,0,0,0,0,323,0,2,Matches
479,462,Kyle Walker,DF,eng England,34-042,1990,5.7,449,396,52,10,0,6,2,42,0,0,0,0,396,1,8,Matches
480,463,Ollie Watkins,FW,eng England,28-192,1995,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,464,Wout Weghorst,FW,nl Netherlands,31-337,1992,1.0,22,21,1,0,0,0,1,0,0,0,0,0,17,0,2,Matches
482,465,Andreas Weimann,FW,at Austria,32-339,1991,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
483,466,Silvan Widmer,DF,ch Switzerland,31-126,1993,3.3,127,89,38,0,0,0,4,38,0,0,0,0,96,0,5,Matches
484,467,Georginio Wijnaldum,MF,nl Netherlands,33-241,1990,0.8,16,16,0,0,0,0,0,0,0,0,0,0,10,0,3,Matches
485,468,Nico Williams,FW,es Spain,21-363,2002,3.5,131,117,14,3,1,0,17,0,11,6,0,0,112,0,1,Matches
486,469,Patrick Wimmer,"FW,MF",at Austria,23-040,2001,1.5,48,42,5,1,0,0,8,0,4,2,2,0,32,1,2,Matches
487,470,Jonas Wind,FW,dk Denmark,25-153,1999,2.1,77,77,0,0,0,0,1,0,0,0,0,0,62,0,0,Matches
488,471,Florian Wirtz,"FW,MF",de Germany,21-067,2003,3.1,190,178,11,2,2,1,5,6,2,0,0,0,168,1,2,Matches
489,472,Maximilian Wöber,DF,at Austria,26-156,1998,1.9,118,117,1,1,0,0,3,0,0,0,0,0,101,0,1,Matches
490,473,Granit Xhaka,MF,ch Switzerland,31-286,1992,5.3,407,393,13,11,3,1,1,1,0,0,0,0,369,1,2,Matches
491,474,Lamine Yamal,FW,es Spain,16-362,2007,3.6,137,125,11,2,0,0,16,1,8,4,0,0,110,1,5,Matches
492,475,Roman Yaremchuk,FW,ua Ukraine,28-225,1995,1.3,30,29,1,0,0,1,0,0,0,0,0,0,23,0,1,Matches
494,476,Andriy Yarmolenko,"FW,MF",ua Ukraine,34-260,1989,1.2,49,46,3,2,1,0,5,1,0,0,0,0,34,0,1,Matches
495,477,Yusuf Yazıcı,"MF,FW",tr Türkiye,27-162,1997,0.6,20,19,1,0,0,0,0,0,0,0,0,0,16,0,0,Matches
496,478,Kenan Yıldız,"FW,MF",tr Türkiye,19-066,2005,3.8,110,109,1,0,1,0,2,1,0,0,0,0,92,0,3,Matches
497,479,Okay Yokuşlu,"MF,DF",tr Türkiye,30-122,1994,0.6,28,28,0,0,0,0,0,0,0,0,0,0,26,0,0,Matches
498,480,İsmail Yüksek,MF,tr Türkiye,25-165,1999,1.7,99,99,0,0,0,1,0,0,0,0,0,0,91,0,0,Matches
499,481,Illia Zabarnyi,DF,ua Ukraine,21-312,2002,3.0,200,192,7,6,0,1,0,0,0,0,0,0,172,1,1,Matches
500,482,Mattia Zaccagni,"MF,FW",it Italy,29-023,1995,0.9,38,34,4,0,0,0,5,2,2,2,0,0,30,0,0,Matches
501,483,Denis Zakaria,MF,ch Switzerland,27-232,1996,0.3,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
502,484,Nicola Zalewski,DF,pl Poland,22-168,2002,2.7,100,89,11,2,0,0,10,9,0,0,0,0,73,0,8,Matches
503,485,Piotr Zieliński,MF,pl Poland,30-050,1994,2.8,150,136,14,5,1,0,11,0,6,2,4,0,123,0,3,Matches
504,486,Oleksandr Zinchenko,DF,ua Ukraine,27-207,1996,2.4,161,146,14,4,0,3,4,7,3,0,1,0,137,1,1,Matches
505,487,Joshua Zirkzee,FW,nl Netherlands,23-048,2001,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
506,488,Andrija Živković,DF,rs Serbia,27-364,1996,2.7,142,122,20,0,0,2,13,20,0,0,0,0,115,0,6,Matches
507,489,Budu Zivzivadze,"FW,MF",ge Georgia,30-121,1994,0.2,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
508,490,Steven Zuber,MF,ch Switzerland,32-327,1991,0.9,35,35,0,0,0,1,1,0,0,0,0,0,32,0,2,Matches
509,491,Martín Zubimendi,MF,es Spain,25-158,1999,1.1,88,87,1,1,0,1,0,0,0,0,0,0,82,0,0,Matches
510,492,Oleksandr Zubkov,FW,ua Ukraine,27-341,1996,0.3,10,8,1,0,0,0,0,1,0,0,0,0,6,1,1,Matches
